Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
RAB19	1.311056322	1.772539452	2.002128618	1.991505897	2.422362658	2.519663839	1.92943391	2.474941321	1.635428013	1.863673991	2.822694764	2.687730312	2.675557348	2.394527376	2.296215897	1.509098648	2.15831302
LUC7L2	3.013848476	2.796639868	2.742998904	2.768440097	2.756177372	2.681014649	2.612943093	2.670600931	2.73355432	3.2425942	3.06629023	2.975887362	3.070063869	2.764778133	2.737262768	2.684785325	2.75884687
DENND2A	1.157010861	1.295123806	1.435732751	1.906649429	2.647410352	2.17748403	2.119471491	1.805319862	1.977813045	1.762524844	2.229383059	2.346255399	2.659401376	3.154282746	3.073806046	2.011506467	2.310750978
TMEM27	0.052998147	0.132107664	0.271764145	0.432030336	1.161215576	1.272640613	1.352028322	1.540314697	1.14512968	0.172287589	0.184989793	0.358509942	0.720209162	1.112466333	1.86545263	1.126640473	1.051318783
SH3KBP1	2.327939903	2.077349969	2.289209547	2.801180999	3.015748596	3.001925483	2.993896852	3.292267064	2.373941367	2.296821831	2.059002359	2.081926913	2.277028894	2.462546811	2.515459681	2.056602154	2.404240616
TMEM47	0.313598334	0.643875339	1.692356197	2.188693811	3.116358039	3.516824369	4.372186639	3.157208443	3.579506833	0.557825683	1.150069748	1.96941385	2.273024367	2.282628513	3.364323083	3.990358174	3.201786093
LANCL3	0.099176476	0.158422753	0.382031985	0.322134968	0.084260288	0.090459321	0.095445611	0.146849107	0.050829024	0.081235876	0.286584767	0.407082139	0.509519875	0.119533358	0.066095518	0.080771498	0.053887694
SYTL5	0.034733843	0.007775444	0.131752421	0.28557546	0.299349576	0.245712887	0.669643768	0.332684765	0.342488793	0.02064772	0.03588021	0.129300858	0.240905579	0.54052364	0.968782412	0.694407107	0.340358997
CASK	2.071853818	2.282824881	2.431824108	2.562702878	2.72587407	2.866542887	3.597572306	3.389660183	3.602109479	1.991683353	2.189843871	2.450355631	2.509196456	2.42084617	2.70337652	3.085501156	2.69894933
KDM6A	4.428720346	4.307888956	4.425901613	4.724450326	5.743713776	5.673973522	5.555651356	5.645811895	5.427752904	3.584101154	3.358227184	3.384592091	3.378710386	4.520673072	4.971358501	4.135670678	4.843440853
SPIN2A	0.041089629	0.062648213	0.041149755	0.159844933	0.320772687	0.253490607	0.541202996	0.475938485	0.545627876	0.080767257	0.047119913	0.209860992	0.075512765	0.179340885	0.335193784	0.190370406	0.238105709
MSN	3.907288088	4.540695775	5.103661562	5.407944396	5.305133802	5.227775535	6.084132427	5.967530843	6.017145854	4.483327198	5.033030154	5.363973609	5.518120417	5.190915365	5.396782573	5.407327321	5.070582492
AKAP4	0	0	0	0	0	0	0	0.012343577	0	0	0.015753058	0	0	0	0.011874637	0	0
CCNB3	0.088555378	0.111647451	0.079428308	0.075229782	0.041438296	0.048862502	0.086603231	0.191207504	0.071887249	0.026445257	0.06040967	0.092072217	0.094791191	0.028893275	0.094903614	0.07918547	0.069042347
HDAC8	2.776498919	2.414220316	2.36112262	2.182404241	1.995157155	1.842261515	2.277515929	2.56056611	2.011561732	2.558312669	2.132472632	2.171937872	1.869694637	1.594668722	1.71098998	1.642168249	1.889593102
SLC16A2	1.69821129	2.387326396	3.192919964	3.516819416	3.197274981	3.476012369	3.60385114	4.196179509	4.429009486	2.443176721	3.077164996	3.589622213	3.863527503	3.13178704	3.006832528	3.129895734	3.301672223
CXorf36	0.006258862	0.011076387	0	0	0.018491112	0.005356123	0.019687025	0.016764218	0	0	0	0.007349388	0	0.005356123	0.037853479	0.005118278	0.007586133
ZNF157	1.355704067	1.688444289	1.827795281	1.542398271	1.170424141	1.210351875	1.082512207	1.796001402	0.91972516	1.325204295	1.951054682	1.915485481	1.807343579	1.00220602	1.056825823	0.907581511	1.335529036
ZNF182	1.883743292	1.875964458	2.325706498	2.350257804	2.540704802	2.522121488	3.012373091	3.063687712	2.800614263	1.877687291	1.821543327	2.191776648	2.309929044	2.070487203	2.338127141	2.581905915	2.267794503
CHST7	1.721413919	2.670328198	3.124458879	3.107799013	3.181454288	2.768616077	3.584061202	3.174519725	3.185389601	2.182091498	3.329589795	3.605794082	3.609306642	3.291921285	2.84469328	2.798483774	2.665999137
KRBOX4	1.582585338	1.700033129	1.788764926	1.829432855	1.735804907	1.647790294	1.828265452	2.165191029	1.497857314	1.370832654	1.530017629	1.608577743	1.596248208	1.529330881	1.476267454	1.287952387	1.636385689
NDUFB11	6.243322492	6.235910863	6.156843768	6.219679835	5.801667251	5.997014292	6.004663207	6.456860147	5.448416575	5.705663873	5.722146387	5.515701882	5.50906134	5.45341842	5.493132659	5.684494961	5.627414924
ZNF41	1.393373112	1.239127309	1.376295489	1.609906773	1.739585879	1.98944516	2.579719573	2.374454572	1.69895228	1.446686813	1.418033258	1.51123799	1.658515838	1.619930239	1.761462944	1.748574636	2.142922885
RAB41	0.211711093	0.409278193	0.289212279	0.301362971	0.253029697	0.186154595	0.268239615	0.429278319	0.471238196	0.450247113	0.210353888	0.422203653	0.211838008	0.261438085	0.196598542	0.340547025	0.200782534
ZMYM3	3.858808496	3.958768385	4.067393731	4.399057972	4.322734439	4.626647102	4.933161192	5.325933091	4.497243375	3.864325154	4.043025477	4.305557881	4.569401343	4.169340425	4.269943693	4.102977121	4.439521312
TAF1	3.696629595	3.615654054	3.557604189	3.575835199	3.424704436	3.296180406	3.244958095	3.595038227	2.704004172	3.076512219	3.093411084	3.206539837	3.144277642	3.107997127	3.0771814	2.796940522	2.95084513
NONO	7.168198753	7.239006023	7.203603421	7.208750457	7.068687662	7.051378382	7.333721452	7.673259058	6.87145973	6.80965795	6.765278965	6.593951578	6.588116535	6.785897144	6.717249815	6.697098142	6.778599507
CCDC120	1.967396784	1.853848316	1.995336979	1.878412844	1.869017802	1.952357926	2.019121118	2.21441173	2.199481263	1.61315022	1.534881989	1.579479849	1.805148783	1.821439342	1.730903885	1.636298564	1.772589457
LPAR4	0.142504672	0.318901898	0.500863939	0.617775829	1.192617653	2.002060778	2.879340276	2.918142337	2.006058772	0.291470819	0.316126363	0.520404117	0.439888466	0.434064892	1.048803545	1.872154142	2.283509349
EBP	5.369744444	5.307992003	5.132163677	5.102682077	5.159210834	5.171916901	5.299889594	5.641374055	5.077034549	4.702589387	4.577409309	4.393502794	4.30068222	4.602021511	4.766009007	4.682194981	4.999622306
AWAT2	0.016543589	0.014774723	0.047815748	0	0.044082599	0.028656151	0.102959089	0.078014366	0.070763828	0	0.01696158	0.039154598	0	0	0.017842814	0	0.08748965
OGT	5.002018724	4.958695315	4.948696708	4.73596765	5.113684284	5.142081295	5.83073299	5.527950867	5.348559867	4.515320602	4.49769421	4.55942331	4.461782513	4.469648564	4.710879547	5.106844754	5.032229831
SNX12	4.046857086	3.983854394	4.206276674	4.304373411	4.558181911	4.773549683	5.282473157	5.577216027	4.832839263	4.015202042	3.879562213	3.90914146	3.992326351	4.554028516	4.55586181	4.747162022	4.654447621
ITGB1BP2	2.362583404	2.387239475	2.248676841	1.798746658	1.669297249	1.78321237	2.339858974	2.589195919	1.965981259	1.869738003	1.7093438	1.815507678	1.687305623	1.448549382	1.523102854	1.55916061	1.790084727
IL2RG	0.030248388	0.02679391	0.071229184	0.040062991	0.052223859	0.107304529	0.121118577	0.380763939	0.044591652	0.049216102	0	0	0.015985702	0.056670759	0.060282303	0.076509956	0.112526449
ACRC	1.003784839	0.855620334	0.864356026	0.752547209	0.622921415	0.60693129	0.907933747	0.995085387	0.94455202	0.689182487	0.721056599	0.692504164	0.600143277	0.642657991	0.380157822	0.548727728	0.788646164
ZNF711	0.626971281	0.78820805	1.555904771	2.023575533	2.632982814	2.783552885	3.471117311	3.655128702	3.09874962	0.304050047	0.574164886	1.012660426	1.251312015	2.055668849	2.414761189	2.709268668	3.014406666
CPXCR1	0	0	0	0.023096571	0	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH2	2.08763333	2.968758531	3.687499739	4.103195561	4.495141949	4.322924015	4.3326685	4.045119558	4.192940964	2.287526682	2.840879943	3.309590824	3.488407736	3.860418347	3.755685592	3.652904562	3.399424404
NXF3	0.011593053	0	0.010465065	0	0.010182655	0.011170367	0	0	0.011452199	0.026184971	0.025528819	0.011968461	0	0	0.010229735	0	0.0144015
RIPPLY1	0	0	0	0	0	0	0	0	0	0	0	0	0.037677888	0.032761599	0.065816761	0	0
PRPS1	5.714115626	5.605163767	5.786542998	5.964718864	5.910601447	5.895596584	6.062126655	6.206132262	6.453455613	5.47558558	5.24162318	5.304624321	5.385239025	5.767784956	5.733706226	5.82791521	5.476540798
CXorf57	1.118251848	1.064199263	1.123659479	0.944644517	0.682390178	0.694472575	1.201164966	2.085476801	1.09867532	0.765277366	0.838426704	1.002939689	1.015712949	0.316873911	0.520834016	0.71725272	1.223052107
FRMPD3	1.259717258	1.318189255	1.326455171	1.391178169	0.989115523	0.70819538	0.229158799	0.576445199	0.411398432	1.19927887	1.080017162	1.191764135	1.219131917	1.234367198	0.764567388	0.372485698	0.476259029
HTR2C	0.919422361	0.881604482	1.045865129	1.227647745	1.128188053	1.154575998	1.986757347	1.057881869	1.600140883	0.151977397	0.233540504	0.391409911	0.368664238	0.378343445	0.88604224	2.151707374	1.510672995
DOCK11	3.883786564	3.150684573	2.696273531	2.47492247	2.752242415	2.854444385	2.983853238	3.104849225	2.221971455	3.832911405	3.595941358	3.567061476	3.473776174	2.334102035	2.638597124	2.264065951	2.578642268
IGSF1	4.389600572	4.155397245	3.299002374	2.656793196	1.884932745	2.262136981	3.207059436	2.81979234	3.456044946	3.592392369	3.010038227	2.893677615	2.787436928	1.471919515	1.658173305	2.514796899	2.282262454
ARHGAP36	0.077509936	0.163597956	0.186504154	0.186631561	0.09170259	0.178856904	0.334003624	0.153648654	0.217951918	0.073015816	0.167023519	0.243456237	0.172587359	0.138108897	0.062590286	0.241201884	0.271282161
GPC3	3.304708489	2.898607705	3.118049792	3.473697091	3.638660288	4.475426457	5.246370032	4.543115268	5.167126253	4.034280105	3.874502489	4.15603067	4.171980436	3.606289216	4.454261016	5.427754743	4.173502643
GPR119	0	0	0.03794461	0.066499868	0	0.036787748	0	0	0	0	0	0	0	0	0	0	0
RBMX	5.598852521	5.868303626	5.862594859	5.767589764	5.660103852	5.749766851	5.991549563	6.031187017	5.795455944	5.493218894	5.694562749	5.560232286	5.37860934	5.413551237	5.552736392	5.523614916	5.642408819
MCPH1	2.182447466	2.047215257	2.051890894	2.10764942	2.127813417	2.013903721	2.150380869	2.063183514	2.196164042	2.398085904	2.183467283	2.159067251	2.092413679	2.114296315	2.060026523	2.022343753	2.209446828
MFHAS1	3.463028627	3.117845954	2.928428235	2.923771978	3.565599952	3.590754302	3.838357143	3.523586327	3.979698264	3.500652312	3.165185773	3.047467583	3.042020543	3.608639278	3.765470678	4.221438939	3.722130696
FBXO25	1.989302316	1.799257615	1.997613247	1.88153474	2.083594472	2.153800438	2.302856698	2.026001196	2.441342839	2.217035678	1.933125085	1.945473443	1.771754979	1.882138242	2.118514053	2.398647257	2.267025105
FATE1	0	0.033838538	0.035762045	0.131889699	0.065745452	0.070496095	0.153649328	0.436377202	0.288960069	0	0	0	0	0.038566384	0.072792406	0.060685536	0.160467803
MAGEA4	0.013934563	0.070588588	0.168844578	0.299630962	0.085068117	0.115324048	1.023040779	0.349315392	1.906165302	0	0.057440142	0.071215884	0.113023577	0.088508412	0.136992865	0.478980083	0.086642613
NSDHL	5.338958705	5.330253373	5.379843879	5.45551097	5.230911137	5.253946029	4.674318626	5.489776764	4.055971635	4.367533601	4.20362646	4.054083484	4.011647715	4.743165522	4.578584481	3.554347514	4.681146642
ZNF185	1.360103206	1.274922769	1.523520633	2.287901739	2.355452144	2.329464844	2.719723397	2.203452396	2.544066422	0.946067133	1.045464764	1.718514119	2.112141779	2.247480549	2.315165296	2.251750215	1.573675526
CETN2	4.519862787	4.509358318	4.748551565	4.827327134	4.810896703	4.7995012	4.659202383	5.005259913	4.118501686	3.9655951	3.983690919	4.07383018	4.13566023	4.491647087	4.490880271	3.969561393	4.384263751
RPL10	6.079491922	6.09850572	6.042098617	6.021958992	5.995516493	5.779313868	5.503898052	5.832886472	5.313211681	5.30838337	5.349673344	5.254193645	5.248084999	5.476821623	5.404783453	5.383309367	5.067745364
CSGALNACT1	0.348592402	0.249847131	0.310387283	0.263463128	0.21668343	0.163064998	0.173335818	0.037340225	0.077099324	0.414197382	0.230297376	0.212683493	0.17696177	0.331774305	0.232400816	0.218278584	0.0695218
ATP6V1B2	3.857295681	3.672972125	3.614768512	3.652599293	3.548695628	3.406567505	3.505824879	3.486549719	3.443205928	4.082044017	3.756538711	3.404443474	3.314692508	3.561618281	3.389610832	3.415199997	3.340893935
CCDC25	2.731199599	2.798013344	2.999372499	3.262740467	3.538056356	3.614387461	3.687484555	3.876500545	3.677769822	3.18161492	3.265785776	3.551291214	3.604517568	3.497918603	3.541432436	3.46842263	3.703382421
HMBOX1	2.516370672	2.391622605	2.550494658	2.582593817	2.615493682	2.543388993	2.742453377	2.607849524	3.117549613	2.480770201	2.601175537	2.970189905	3.014518014	2.63977763	2.694391199	3.042004797	2.582565461
CHRNB3	0.31833663	0.198980732	0.251433618	0.109419982	0.044228165	0.055397675	0.031682242	0.15024099	0.017703779	1.251664352	0.922990998	0.529490945	0.535119811	0.216376331	0.016915155	0	0.015985702
CHRNA6	0.016497123	0.013981277	0	0	0.014308148	0	0.016032218	0.048240038	0.015520302	0.134911625	0.12523773	0.104406823	0.03364454	0.030058876	0	0.015659969	0.050895167
GNRH1	1.002466328	0.796891925	1.018036735	0.79405927	1.046001988	1.057935228	1.178154007	0.874321282	1.618847571	1.166344389	0.909958781	1.227452707	1.12511792	1.006625492	1.039265524	1.508824557	1.11998206
BIN3	1.948701502	1.95281601	1.768742993	1.821790438	1.705555148	1.656864283	1.705650217	1.926301983	1.670421392	2.113048232	2.009915738	1.837922138	1.735694857	1.794844014	1.710478714	1.390514522	1.678425585
DOK2	0.159125477	0.160226052	0.101599835	0.222318667	0.083480876	0.067441723	0.076473623	0.139963443	0.077394629	0.100633051	0.075820501	0.210466589	0.225473151	0.134040276	0.071018279	0.036686844	0.081042291
SLC25A37	2.222384847	2.305782122	2.511823186	2.528851535	2.662675494	2.712517903	3.350662219	2.949783551	3.77156381	2.459497125	2.652931258	2.742303743	2.90992964	2.840770417	2.822466914	3.324143111	2.828947751
CHMP7	2.661258505	2.754021499	2.924480804	2.919056051	2.845441985	2.942123816	3.674708445	3.312115619	4.074714611	2.344549706	2.3497711	2.635313537	2.684204607	2.605414086	2.795655341	3.592611663	2.848540592
DOCK5	0.402904153	0.501073171	1.058287663	1.440055118	2.251087306	2.231816349	2.211986984	2.125385435	1.744933537	0.529351403	0.884266108	1.189655544	1.307886201	2.124582137	2.334661515	2.151391059	2.27296038
STAR	0.702791745	1.002996282	1.132515628	1.172335974	1.086966238	1.222217567	0.860848649	1.130481144	0.520138468	0.94371149	1.060787399	1.360502366	1.239414312	0.89520806	0.863206138	0.629262546	1.257076507
PROSC	2.68922934	2.459183003	2.672787631	2.615907616	2.803466188	2.777733482	3.12833295	3.010994535	3.141234302	2.79260376	2.824849698	2.765887999	2.712432823	2.915091732	2.8609854	2.659177972	3.012542089
ERLIN2	2.531603447	2.739147223	3.017184234	3.219678317	3.197426209	3.157404028	3.135916662	3.273877776	3.231212389	3.343548828	3.485121249	3.515284966	3.425600713	3.425462116	3.430802073	3.15886476	3.359679905
SNTG1	0.032766068	0.014261466	0.030712895	0.022331988	0.030773131	0.057021382	0.116070883	0.078117029	0.058976054	0	0.009523051	0.017771679	0	0	0.015786185	0.06477289	0.009192909
PXDNL	0.015939183	0.028393101	0.015503474	0.021322973	0.050697731	0.064957309	0.066064391	0.030094482	0.057135328	0.027294786	0.009240086	0.00810656	0.008342931	0.036955683	0.022185108	0.140263545	0.126751636
ST18	0.009004155	0.002542031	0	0.002494192	0	0.009947186	0	0	0.003211273	0.006565749	0	0.010135947	0	0.002781153	0.002972365	0.006183572	0.016789818
RGS20	1.016624281	1.038102288	0.748177652	0.77463163	1.017330537	0.701666654	0.371409413	0.444048799	0.536594101	0.937574641	0.719801069	0.800524632	0.776616028	0.919090785	0.882473649	0.329613648	0.416477114
TACC1	2.628941147	1.927625711	1.873026522	1.704494652	1.625173654	1.663355189	1.568251774	1.650158051	1.803872825	2.715630233	2.049539615	1.821159291	1.633850857	1.821547392	1.948938675	1.785085922	1.883782349
GOLGA7	3.847429783	3.850720482	3.996673921	3.9533871	3.85847554	3.942820351	4.091236156	4.009316175	3.9912538	3.896180857	3.911128718	4.031609251	4.091524769	3.870464027	3.893277066	3.91812076	3.946484249
PLPP5	2.037302927	2.235128423	2.307541228	2.255935637	2.336188569	2.423906336	2.879140365	2.573193184	3.030382231	2.262193016	2.536858172	2.537098721	2.445566544	2.357938902	2.504623634	3.045877019	2.659237561
GINS4	3.524922938	3.486780646	3.618843522	3.644859439	3.607590718	3.501552587	3.63397088	3.732240159	3.136215357	3.477595269	3.351692089	3.120689273	3.086710319	3.432131793	3.295200858	2.981868221	3.321757583
WHSC1L1	2.759150707	2.707024135	2.761667664	2.817628266	2.940140816	2.881461597	3.35747845	3.075132147	3.616066659	2.401261966	2.478395831	2.678845491	2.857743213	2.74745639	2.742655452	3.23385263	2.703466223
DNAJC5B	0	0	0	0	0	0.025529695	0.014214779	0	0	0	0	0	0.015007841	0.014448168	0.041722473	0.016078729	0.015799596
CRH	0	0.024149617	0.025109084	0	0.02661296	0.025154725	0.02756753	0.028610841	0.127977465	0	0.089930254	0.061516355	0.085143658	0.050026406	0	0.158699002	0.029606678
TRIM55	0.053962798	0.070406484	0.037123186	0.012765233	0.080771831	0.012343577	0.028756072	0.052921371	0.056688243	0.075155608	0.044740967	0.015892658	0.014308148	0.07328435	0.02796239	0.104088975	0.015054451
ADHFE1	0.160617085	0.123165803	0.132383209	0.079991179	0.154346191	0.126246687	0.365424882	0.267429912	0.579167094	0.315781028	0.152192207	0.271355467	0.232234739	0.243418228	0.193561838	0.467385383	0.323986906
MRPS28	2.165737993	2.209783364	2.078272076	2.099887937	1.919531984	1.91409159	1.891610146	2.072343437	1.653955623	2.37866722	2.444151282	2.339542612	2.329648205	1.838949659	1.944303336	2.002245869	1.94594655
PMP2	0.022362655	0.040722961	0.06323157	0.062027241	0.059709966	0.0586461	0.024217775	0.079719028	0.012765233	0.111086201	0.05060307	0.076003973	0.036548834	0.021727979	0.02410388	0.009523051	0.051002327
LACTB2	3.045721403	2.835329315	2.853881417	2.981443524	2.841085368	2.879355889	2.743275295	2.908786949	2.674324427	3.529262077	3.483302112	3.675446966	3.449517665	2.967460522	3.15558694	2.561405231	2.912979175
PRDM14	6.655783554	6.717188574	6.311880954	5.934452946	5.143019754	5.363203542	3.876823972	5.385793108	3.650008035	6.226030765	6.245370681	5.81846861	5.586220052	4.998296891	5.214599256	4.70361907	5.441869801
TERF1	2.271632595	3.549984823	4.406919645	4.61420044	4.633753518	5.04345299	4.72207277	5.255557735	4.486692712	2.536941615	3.822621794	4.267741168	4.517848025	4.120159546	4.540885512	4.933332627	5.31273541
RPL7	2.004663751	2.088217871	1.862147276	1.522583278	1.478744786	1.312336057	1.460993249	1.413987655	1.591028625	1.900956379	2.084252108	1.952475485	1.481167639	1.464191391	1.440410315	1.444254193	1.44124758
SLC26A7	0.013419136	0.017567022	0.017518336	0	0.023440209	0.041800617	0.102518874	0.014308148	0.054930793	0.007017751	0.007680798	0.037747984	0.021605153	0.013513931	0.052579265	0.105356441	0.074408552
PSKH2	0.024880813	0	0	0.043851528	0.024743798	0	0.259649499	0.13889765	0.172500861	0	0.028520208	0.025063438	0.053088236	0.18858068	0.098965953	0.239381433	0
ATP6V0D2	1.981004797	0.33221963	0.03909035	0.02332569	0.051561547	0.036846771	0.014354826	0.012390446	0	1.342164769	0.119927071	0.103873532	0.182190759	0.111050088	0.153338139	0.024965925	0.029128255
SYBU	0.517350626	0.202673458	0.066502691	0.134020438	0.085608938	0.032748507	0.103687438	0.056059878	0.036701517	0.185888468	0.138181742	0.09874576	0.086587506	0.075926902	0.075344216	0.075405502	0.120293672
DPYS	0.084974235	0.057221068	0.051985656	0.094866809	0.088583083	0.142093597	0.400586238	0.349275397	0	0.131793288	0.060439404	0.106548953	0.208747321	0.131348438	0.25728537	0.699155053	0.559227092
MTDH	4.277619053	4.015513218	4.008973835	3.929483752	3.862147085	3.77534616	3.856267459	3.769783043	3.967332615	4.770936104	4.471601346	4.085532667	3.831099535	3.953684655	3.737086117	3.748884166	3.972852925
LRP12	0.473780694	0.464924783	0.644782053	0.576869344	0.719953208	0.850773645	1.227686907	1.184250251	1.393007178	0.409903599	0.454113482	0.504365231	0.607839424	0.697496258	0.885792848	1.05631493	1.077511177
EBAG9	1.652560315	1.942700358	2.153561921	2.038739567	2.153992568	2.343106996	2.333342283	2.563564304	2.32235696	2.335884483	2.376123402	2.378583258	2.127684149	2.19705913	2.389251682	2.696781111	2.908958309
RSPO2	0.164555817	0.026658459	0.029742314	0.03601408	0.020108044	0.082072861	0.263353707	0.148500939	0.123227782	0.135776926	0.011733865	0.032260143	0.043410601	0.020035482	0.020977091	0.174922964	0.114249104
POLR2K	4.592272928	4.802531721	5.006016007	4.960444685	4.846887996	4.849780993	4.729612049	5.01508208	4.707267793	4.682900638	4.778253713	4.696584056	4.674172385	4.835252136	4.866125924	4.559865617	4.823525341
MAL2	0.684034541	0.750675091	1.442331989	1.840509195	2.757585075	3.534831081	4.831387845	4.06016049	4.956572979	0.798453053	1.416560059	2.404440219	2.760277106	2.841735946	3.749802443	4.656939305	4.674494933
EIF3H	5.136913755	5.00241559	4.958538651	5.072008493	5.129789977	5.096663045	5.113361147	5.182086611	5.194822367	5.163924808	5.051206574	5.02160921	5.183495484	5.254776143	5.182645531	5.381890036	5.117334955
UTP23	2.244181948	2.310932374	2.369653222	2.228209966	2.273534661	2.361496049	2.500946748	2.295176162	2.297479228	2.392753997	2.301218841	2.24589534	2.266734921	2.162979864	2.229789447	2.398023142	2.27806859
NDUFB9	6.265980192	6.179138114	5.940446189	5.874876566	5.453294545	5.47964504	5.1152957	5.498227108	4.962012039	6.232780849	6.117969377	5.776816915	5.643227146	5.555882292	5.245730583	5.158483612	5.391381367
TATDN1	1.11730276	1.241922873	1.469607476	1.580988779	1.859637244	2.002206307	2.102882194	1.974546979	2.007385462	1.54323572	1.725815279	1.927570827	1.92514959	2.019682987	2.087364018	2.007879079	2.245488555
FAM83A	0.039985325	0	0.019075766	0.006068952	0.031757515	0.005688908	0.041736321	0.020094559	0.041093074	0	0	0.015408893	0.021606634	0.030335562	0.011405238	0.036616232	0.01398777
GSDMC	0	0	0.027495031	0	0.026371031	0.012156056	0.043187981	0.012671563	0	0	0	0	0	0.012202943	0.065256638	0.011686932	0.062458007
FAM135B	0.006231429	0.021931283	0.045109657	0.044692533	0.072406524	0.038583984	0.031502061	0.041103228	0.029553389	0.013353204	0.009757196	0.027938356	0.026181297	0.061186816	0.118208999	0.085405843	0.09580694
ZNF7	2.289357291	2.357829306	2.254507039	2.185411996	1.919865657	1.930863497	1.790480905	2.066166349	1.769816218	2.463947837	2.290154559	2.23109961	2.038960577	1.98473061	1.849026572	1.66798801	1.831642192
ARHGAP39	2.285666922	2.125229282	2.126539266	2.251189008	2.222281399	2.355598887	2.071288784	2.385826003	1.894966845	2.471532892	2.21043952	2.492192786	2.454406526	2.37703062	2.428507717	1.787894147	2.21040851
SLC39A4	2.544443637	2.133007927	1.849018425	1.7965051	1.574330842	1.427751831	1.527354093	1.198223177	0.950062839	2.422435783	2.26346906	2.26534953	2.067253141	1.883112387	1.485482206	1.035385951	0.656016693
NAPRT	3.203835877	3.179497367	2.982625858	3.003419271	3.137397992	3.053551765	2.914778569	3.066935995	3.040092171	2.958595666	2.91610989	2.785575761	2.714517439	2.611806745	2.88960472	2.790824524	2.634151823
VLDLR	0.90853753	0.961417792	1.655672983	2.053580762	3.027111454	3.237471336	3.811042223	3.273799531	4.329829032	0.535418861	1.368660249	1.979256851	2.345471407	2.10957954	2.933638452	3.141240848	3.665305742
AK3	2.446462657	2.319095617	2.222222404	2.454036272	3.837759821	3.848629852	3.524828403	3.687102501	3.817065883	2.035662986	1.958509051	2.301725856	2.487926371	3.25960556	3.772985559	3.53324671	3.575497312
UHRF2	1.657949163	1.218305967	1.303331049	1.376485624	2.248842175	2.282001187	3.110797546	2.669862095	3.608270487	1.225270084	1.020520315	1.07960435	1.150224066	1.77940675	2.119235489	2.601131162	2.100764766
NFIB	1.143609111	0.383116819	0.162158603	0.161624157	1.231894255	1.184817596	1.330857747	0.911190229	1.123804495	0.822284942	0.272558906	0.161256971	0.11978054	0.645481509	0.937399723	0.939928552	0.932498352
CER1	0	0.059348822	0.06511721	1.08416345	3.985331113	2.335417426	1.263020286	4.253075805	1.395555373	0.040073071	0.033659216	0	0.202844625	5.501856994	4.375485159	1.734015609	3.95170423
PLIN2	4.187722049	3.867578397	3.856323859	3.999011483	2.689326211	2.85245717	2.869620492	3.306597789	2.522832691	4.177737872	3.953291101	4.057221654	4.316883719	2.344549613	1.98910751	1.763054199	2.5907552
HAUS6	2.880736266	2.975707828	3.125045711	3.184160786	3.218695396	3.332602634	3.377924753	3.081078005	3.132368874	2.905370937	2.838390056	3.203973132	3.27736325	2.796503974	3.101891115	3.256641273	3.394716346
CDKN2B	0.202728468	0.250487349	0.144869684	0.150011915	0.327309097	0.164635466	0.202304898	0.093784521	0.04324308	0.065575755	0.068029822	0.010418008	0.022105584	0.235873378	0.337640001	0.103760071	0.322852425
CDKN2A	0.056401985	0.049362712	0.122817875	0.092775304	0.118256401	0.075619484	0.038514497	0.088111603	0.020788817	0.032992952	0.042829064	0.064570307	0.040999128	0.06936875	0.07033979	0.081879897	0.079267359
C9orf72	1.778816807	1.943836302	2.222653578	2.214318217	2.399575516	2.444377346	2.745403123	2.689247437	3.113738892	1.842603709	2.179898677	2.569600889	2.648917044	2.052292794	2.48696212	2.941903439	2.669351354
IFNK	0.5315276	0.731130402	0.512464085	0.62941129	0.611021503	0.405953812	0.648992342	0.678164127	0.931766789	0.629740761	0.734460004	1.514979023	0.908157193	0.369300654	0.699532354	0.7898924	0.798755001
ZCCHC7	3.350647447	3.320621168	3.505598109	3.61865792	3.598420399	3.546542769	3.645835165	3.634025988	3.829285117	2.993352657	3.238816599	3.466490455	3.596661762	3.314141756	3.325826202	3.823245792	3.525406042
FBXO10	1.207878258	0.987933614	0.925531017	0.986346313	1.281642699	1.288795365	1.345552792	1.287713006	1.124745433	0.996784013	1.076761081	1.115373001	1.024062999	0.966713134	1.337338416	1.198109219	1.345782615
SIGMAR1	3.658386694	3.787218639	4.227014637	4.477797627	4.340648885	4.622355999	4.838356567	4.322780695	5.272518216	3.722465725	4.281392662	4.49601246	4.617388854	4.601664863	4.482843236	4.864102975	4.438212044
CBWD5	0.077762147	0.105526666	0.103013126	0.084957199	0.109531031	0.089719468	0.109780053	0.070507111	0.051280515	0.14618294	0.140242082	0.132402665	0.098653578	0.133359181	0.144631201	0.171051902	0.169648581
CEP78	2.847345679	3.035057398	2.997779489	2.877980082	2.884493209	2.837558172	2.788587753	2.917224209	2.632940503	2.556532953	2.817399039	2.669962462	2.500282754	2.584418261	2.621135106	2.32071752	2.786810272
